t_over_theta,p_tau0,impulse_tau0,p_tau0.25,impulse_tau0.25,p_tau1,impulse_tau1,p_tau4,impulse_tau4
9.370000000000e+00,1.291260795000e-04,1.518454233941e+00,1.779999909015e-04,1.518405481963e+00,3.806020197049e-03,1.511254450472e+00,8.051845927658e-02,1.303966007189e+00
9.375000000000e+00,1.284820604917e-04,1.518454876351e+00,1.771122122432e-04,1.518406367524e+00,3.787037592123e-03,1.511273385660e+00,8.011687178557e-02,1.304366591548e+00
9.380000000000e+00,1.278412535416e-04,1.518455515557e+00,1.762288613994e-04,1.518407248668e+00,3.768149663334e-03,1.511292226408e+00,7.971728722052e-02,1.304765177984e+00
9.385000000000e+00,1.272036426296e-04,1.518456151576e+00,1.753499162863e-04,1.518408125418e+00,3.749355938483e-03,1.511310973188e+00,7.931969559181e-02,1.305161776462e+00
9.390000000000e+00,1.265692118152e-04,1.518456784422e+00,1.744753549302e-04,1.518408997795e+00,3.730655947726e-03,1.511329626467e+00,7.892408695961e-02,1.305556396897e+00
9.395000000000e+00,1.259379452377e-04,1.518457414111e+00,1.736051554672e-04,1.518409865820e+00,3.712049223562e-03,1.511348186714e+00,7.853045143370e-02,1.305949049154e+00
9.400000000000e+00,1.253098271154e-04,1.518458040660e+00,1.727392961420e-04,1.518410729517e+00,3.693535300822e-03,1.511366654390e+00,7.813877917317e-02,1.306339743050e+00
9.405000000000e+00,1.246848417453e-04,1.518458664085e+00,1.718777553083e-04,1.518411588906e+00,3.675113716656e-03,1.511385029959e+00,7.774906038618e-02,1.306728488352e+00
9.410000000000e+00,1.240629735027e-04,1.518459284399e+00,1.710205114273e-04,1.518412444008e+00,3.656784010525e-03,1.511403313879e+00,7.736128532976e-02,1.307115294778e+00
9.415000000000e+00,1.234442068409e-04,1.518459901621e+00,1.701675430681e-04,1.518413294846e+00,3.638545724185e-03,1.511421506607e+00,7.697544430949e-02,1.307500172000e+00
9.420000000000e+00,1.228285262908e-04,1.518460515763e+00,1.693188289063e-04,1.518414141440e+00,3.620398401677e-03,1.511439608599e+00,7.659152767935e-02,1.307883129638e+00
9.425000000000e+00,1.222159164602e-04,1.518461126843e+00,1.684743477241e-04,1.518414983812e+00,3.602341589318e-03,1.511457620307e+00,7.620952584138e-02,1.308264177268e+00
9.430000000000e+00,1.216063620338e-04,1.518461734875e+00,1.676340784093e-04,1.518415821982e+00,3.584374835686e-03,1.511475542182e+00,7.582942924553e-02,1.308643324414e+00
9.435000000000e+00,1.209998477729e-04,1.518462339874e+00,1.667979999552e-04,1.518416655972e+00,3.566497691612e-03,1.511493374670e+00,7.545122838936e-02,1.309020580556e+00
9.440000000000e+00,1.203963585145e-04,1.518462941856e+00,1.659660914599e-04,1.518417485803e+00,3.548709710166e-03,1.511511118219e+00,7.507491381784e-02,1.309395955125e+00
9.445000000000e+00,1.197958791712e-04,1.518463540835e+00,1.651383321254e-04,1.518418311494e+00,3.531010446647e-03,1.511528773271e+00,7.470047612306e-02,1.309769457506e+00
9.450000000000e+00,1.191983947312e-04,1.518464136827e+00,1.643147012578e-04,1.518419133068e+00,3.513399458574e-03,1.511546340268e+00,7.432790594408e-02,1.310141097035e+00
9.455000000000e+00,1.186038902573e-04,1.518464729846e+00,1.634951782664e-04,1.518419950544e+00,3.495876305670e-03,1.511563819650e+00,7.395719396662e-02,1.310510883005e+00
9.460000000000e+00,1.180123508868e-04,1.518465319908e+00,1.626797426629e-04,1.518420763942e+00,3.478440549855e-03,1.511581211852e+00,7.358833092286e-02,1.310878824660e+00
9.465000000000e+00,1.174237618313e-04,1.518465907027e+00,1.618683740614e-04,1.518421573284e+00,3.461091755236e-03,1.511598517311e+00,7.322130759121e-02,1.311244931198e+00
9.470000000000e+00,1.168381083759e-04,1.518466491218e+00,1.610610521777e-04,1.518422378589e+00,3.443829488091e-03,1.511615736459e+00,7.285611479606e-02,1.311609211772e+00
9.475000000000e+00,1.162553758792e-04,1.518467072494e+00,1.602577568287e-04,1.518423179878e+00,3.426653316862e-03,1.511632869725e+00,7.249274340757e-02,1.311971675489e+00
9.480000000000e+00,1.156755497731e-04,1.518467650872e+00,1.594584679320e-04,1.518423977171e+00,3.409562812145e-03,1.511649917539e+00,7.213118434145e-02,1.312332331410e+00
9.485000000000e+00,1.150986155617e-04,1.518468226365e+00,1.586631655053e-04,1.518424770486e+00,3.392557546675e-03,1.511666880327e+00,7.177142855869e-02,1.312691188553e+00
9.490000000000e+00,1.145245588217e-04,1.518468798988e+00,1.578718296660e-04,1.518425559846e+00,3.375637095321e-03,1.511683758512e+00,7.141346706538e-02,1.313048255888e+00
9.495000000000e+00,1.139533652016e-04,1.518469368755e+00,1.570844406306e-04,1.518426345268e+00,3.358801035070e-03,1.511700552518e+00,7.105729091247e-02,1.313403542343e+00
9.500000000000e+00,1.133850204216e-04,1.518469935680e+00,1.563010834557e-04,1.518427126773e+00,3.342048945020e-03,1.511717262762e+00,7.070289119553e-02,1.313757056799e+00
9.505000000000e+00,1.128195102730e-04,1.518470499777e+00,1.555215285498e-04,1.518427904381e+00,3.325380406368e-03,1.511733889664e+00,7.035025905456e-02,1.314108808094e+00
9.510000000000e+00,1.122568206181e-04,1.518471061062e+00,1.547458616902e-04,1.518428678110e+00,3.308795002399e-03,1.511750433639e+00,6.999938567372e-02,1.314458805023e+00
9.515000000000e+00,1.116969373895e-04,1.518471619546e+00,1.539740634851e-04,1.518429447980e+00,3.292292318477e-03,1.511766895101e+00,6.965026228117e-02,1.314807056334e+00
9.520000000000e+00,1.111398465901e-04,1.518472175246e+00,1.532061146397e-04,1.518430214011e+00,3.275871942035e-03,1.511783274461e+00,6.930288014881e-02,1.315153570735e+00
9.525000000000e+00,1.105855342927e-04,1.518472728173e+00,1.524419959551e-04,1.518430976221e+00,3.259533462562e-03,1.511799572128e+00,6.895723059206e-02,1.315498356888e+00
9.530000000000e+00,1.100339866395e-04,1.518473278343e+00,1.516816883284e-04,1.518431734629e+00,3.243276471595e-03,1.511815788510e+00,6.861330496967e-02,1.315841423413e+00
9.535000000000e+00,1.094851898416e-04,1.518473825769e+00,1.509251727518e-04,1.518432489255e+00,3.227100562709e-03,1.511831924013e+00,6.827109468347e-02,1.316182778886e+00
9.540000000000e+00,1.089391301791e-04,1.518474370465e+00,1.501724303123e-04,1.518433240117e+00,3.211005331506e-03,1.511847979040e+00,6.793059117820e-02,1.316522431842e+00
9.545000000000e+00,1.083957940006e-04,1.518474912444e+00,1.494234421915e-04,1.518433987235e+00,3.194990375602e-03,1.511863953992e+00,6.759178594125e-02,1.316860390772e+00
9.550000000000e+00,1.078551677226e-04,1.518475451720e+00,1.486781896644e-04,1.518434730626e+00,3.179055294625e-03,1.511879849268e+00,6.725467050246e-02,1.317196664124e+00
9.555000000000e+00,1.073172378295e-04,1.518475988306e+00,1.479366540999e-04,1.518435470309e+00,3.163199690195e-03,1.511895665267e+00,6.691923643394e-02,1.317531260306e+00
9.560000000000e+00,1.067819908728e-04,1.518476522216e+00,1.471988169594e-04,1.518436206303e+00,3.147423165923e-03,1.511911402382e+00,6.658547534982e-02,1.317864187683e+00
9.565000000000e+00,1.062494134715e-04,1.518477053463e+00,1.464646597970e-04,1.518436938626e+00,3.131725327393e-03,1.511927061009e+00,6.625337890604e-02,1.318195454578e+00
9.570000000000e+00,1.057194923110e-04,1.518477582060e+00,1.457341642587e-04,1.518437667297e+00,3.116105782160e-03,1.511942641538e+00,6.592293880020e-02,1.318525069272e+00
9.575000000000e+00,1.051922141434e-04,1.518478108021e+00,1.450073120822e-04,1.518438392334e+00,3.100564139734e-03,1.511958144359e+00,6.559414677125e-02,1.318853040005e+00
9.580000000000e+00,1.046675657866e-04,1.518478631359e+00,1.442840850959e-04,1.518439113754e+00,3.085100011572e-03,1.511973569859e+00,6.526699459939e-02,1.319179374978e+00
9.585000000000e+00,1.041455341244e-04,1.518479152087e+00,1.435644652193e-04,1.518439831576e+00,3.069713011072e-03,1.511988918424e+00,6.494147410579e-02,1.319504082349e+00
9.590000000000e+00,1.036261061059e-04,1.518479670217e+00,1.428484344619e-04,1.518440545819e+00,3.054402753557e-03,1.512004190438e+00,6.461757715243e-02,1.319827170235e+00
9.595000000000e+00,1.031092687455e-04,1.518480185764e+00,1.421359749227e-04,1.518441256498e+00,3.039168856269e-03,1.512019386282e+00,6.429529564187e-02,1.320148646713e+00
9.600000000000e+00,1.025950091222e-04,1.518480698739e+00,1.414270687903e-04,1.518441963634e+00,3.024010938362e-03,1.512034506337e+00,6.397462151704e-02,1.320468519821e+00
9.605000000000e+00,1.020833143795e-04,1.518481209155e+00,1.407216983420e-04,1.518442667242e+00,3.008928620885e-03,1.512049550980e+00,6.365554676109e-02,1.320786797554e+00
9.610000000000e+00,1.015741717250e-04,1.518481717026e+00,1.400198459435e-04,1.518443367342e+00,2.993921526781e-03,1.512064520587e+00,6.333806339711e-02,1.321103487871e+00
9.615000000000e+00,1.010675684300e-04,1.518482222364e+00,1.393214940484e-04,1.518444063949e+00,2.978989280871e-03,1.512079415534e+00,6.302216348802e-02,1.321418598689e+00
9.620000000000e+00,1.005634918295e-04,1.518482725181e+00,1.386266251979e-04,1.518444757082e+00,2.964131509847e-03,1.512094236191e+00,6.270783913631e-02,1.321732137884e+00
9.625000000000e+00,1.000619293216e-04,1.518483225491e+00,1.379352220203e-04,1.518445446758e+00,2.949347842266e-03,1.512108982930e+00,6.239508248383e-02,1.322044113297e+00
9.630000000000e+00,9.956286836705e-05,1.518483723305e+00,1.372472672304e-04,1.518446132995e+00,2.934637908535e-03,1.512123656120e+00,6.208388571167e-02,1.322354532725e+00
9.635000000000e+00,9.906629648943e-05,1.518484218637e+00,1.365627436294e-04,1.518446815808e+00,2.920001340904e-03,1.512138256127e+00,6.177424103988e-02,1.322663403931e+00
9.640000000000e+00,9.857220127438e-05,1.518484711498e+00,1.358816341040e-04,1.518447495216e+00,2.905437773459e-03,1.512152783316e+00,6.146614072734e-02,1.322970734634e+00
9.645000000000e+00,9.808057036951e-05,1.518485201901e+00,1.352039216266e-04,1.518448171236e+00,2.890946842110e-03,1.512167238050e+00,6.115957707152e-02,1.323276532520e+00
9.650000000000e+00,9.759139148399e-05,1.518485689858e+00,1.345295892542e-04,1.518448843884e+00,2.876528184582e-03,1.512181620691e+00,6.085454240831e-02,1.323580805232e+00
9.655000000000e+00,9.710465238835e-05,1.518486175381e+00,1.338586201286e-04,1.518449513177e+00,2.862181440408e-03,1.512195931598e+00,6.055102911183e-02,1.323883560377e+00
9.660000000000e+00,9.662034091408e-05,1.518486658483e+00,1.331909974755e-04,1.518450179132e+00,2.847906250920e-03,1.512210171129e+00,6.024902959423e-02,1.324184805525e+00
9.665000000000e+00,9.613844495336e-05,1.518487139175e+00,1.325267046042e-04,1.518450841766e+00,2.833702259236e-03,1.512224339640e+00,5.994853630550e-02,1.324484548207e+00
9.670000000000e+00,9.565895245877e-05,1.518487617470e+00,1.318657249075e-04,1.518451501094e+00,2.819569110257e-03,1.512238437486e+00,5.964954173331e-02,1.324782795915e+00
9.675000000000e+00,9.518185144298e-05,1.518488093379e+00,1.312080418607e-04,1.518452157134e+00,2.805506450652e-03,1.512252465018e+00,5.935203840277e-02,1.325079556107e+00
9.680000000000e+00,9.470712997843e-05,1.518488566915e+00,1.305536390219e-04,1.518452809903e+00,2.791513928854e-03,1.512266422588e+00,5.905601887628e-02,1.325374836202e+00
9.685000000000e+00,9.423477619706e-05,1.518489038088e+00,1.299025000308e-04,1.518453459415e+00,2.777591195050e-03,1.512280310544e+00,5.876147575334e-02,1.325668643581e+00
9.690000000000e+00,9.376477829000e-05,1.518489506912e+00,1.292546086090e-04,1.518454105688e+00,2.763737901170e-03,1.512294129233e+00,5.846840167035e-02,1.325960985589e+00
9.695000000000e+00,9.329712450729e-05,1.518489973398e+00,1.286099485591e-04,1.518454748738e+00,2.749953700882e-03,1.512307879002e+00,5.817678930045e-02,1.326251869535e+00
9.700000000000e+00,9.283180315754e-05,1.518490437557e+00,1.279685037646e-04,1.518455388580e+00,2.736238249580e-03,1.512321560193e+00,5.788663135331e-02,1.326541302692e+00
9.705000000000e+00,9.236880260771e-05,1.518490899401e+00,1.273302581894e-04,1.518456025232e+00,2.722591204376e-03,1.512335173149e+00,5.759792057497e-02,1.326829292295e+00
9.710000000000e+00,9.190811128276e-05,1.518491358942e+00,1.266951958773e-04,1.518456658708e+00,2.709012224095e-03,1.512348718210e+00,5.731064974764e-02,1.327115845544e+00
9.715000000000e+00,9.144971766538e-05,1.518491816190e+00,1.260633009517e-04,1.518457289024e+00,2.695500969260e-03,1.512362195715e+00,5.702481168954e-02,1.327400969602e+00
9.720000000000e+00,9.099361029570e-05,1.518492271158e+00,1.254345576151e-04,1.518457916197e+00,2.682057102089e-03,1.512375606001e+00,5.674039925471e-02,1.327684671598e+00
9.725000000000e+00,9.053977777102e-05,1.518492723857e+00,1.248089501491e-04,1.518458540242e+00,2.668680286486e-03,1.512388949402e+00,5.645740533281e-02,1.327966958625e+00
9.730000000000e+00,9.008820874549e-05,1.518493174298e+00,1.241864629133e-04,1.518459161174e+00,2.655370188029e-03,1.512402226253e+00,5.617582284899e-02,1.328247837739e+00
9.735000000000e+00,8.963889192988e-05,1.518493622493e+00,1.235670803455e-04,1.518459779010e+00,2.642126473965e-03,1.512415436885e+00,5.589564476366e-02,1.328527315963e+00
9.740000000000e+00,8.919181609124e-05,1.518494068452e+00,1.229507869612e-04,1.518460393763e+00,2.628948813201e-03,1.512428581629e+00,5.561686407236e-02,1.328805400284e+00
9.745000000000e+00,8.874697005264e-05,1.518494512187e+00,1.223375673529e-04,1.518461005451e+00,2.615836876294e-03,1.512441660814e+00,5.533947380556e-02,1.329082097653e+00
9.750000000000e+00,8.830434269291e-05,1.518494953708e+00,1.217274061902e-04,1.518461614088e+00,2.602790335445e-03,1.512454674765e+00,5.506346702849e-02,1.329357414988e+00
9.755000000000e+00,8.786392294636e-05,1.518495393028e+00,1.211202882190e-04,1.518462219690e+00,2.589808864490e-03,1.512467623810e+00,5.478883684096e-02,1.329631359172e+00
9.760000000000e+00,8.742569980245e-05,1.518495830156e+00,1.205161982614e-04,1.518462822271e+00,2.576892138891e-03,1.512480508270e+00,5.451557637721e-02,1.329903937054e+00
9.765000000000e+00,8.698966230559e-05,1.518496265105e+00,1.199151212149e-04,1.518463421846e+00,2.564039835730e-03,1.512493328470e+00,5.424367880571e-02,1.330175155448e+00
9.770000000000e+00,8.655579955482e-05,1.518496697884e+00,1.193170420527e-04,1.518464018432e+00,2.551251633699e-03,1.512506084728e+00,5.397313732900e-02,1.330445021135e+00
9.775000000000e+00,8.612410070355e-05,1.518497128504e+00,1.187219458228e-04,1.518464612041e+00,2.538527213091e-03,1.512518777364e+00,5.370394518353e-02,1.330713540860e+00
9.780000000000e+00,8.569455495927e-05,1.518497556977e+00,1.181298176478e-04,1.518465202690e+00,2.525866255796e-03,1.512531406695e+00,5.343609563950e-02,1.330980721339e+00
9.785000000000e+00,8.526715158334e-05,1.518497983313e+00,1.175406427243e-04,1.518465790394e+00,2.513268445288e-03,1.512543973037e+00,5.316958200063e-02,1.331246569249e+00
9.790000000000e+00,8.484187989064e-05,1.518498407522e+00,1.169544063230e-04,1.518466375166e+00,2.500733466623e-03,1.512556476705e+00,5.290439760409e-02,1.331511091237e+00
9.795000000000e+00,8.441872924935e-05,1.518498829616e+00,1.163710937879e-04,1.518466957021e+00,2.488261006425e-03,1.512568918010e+00,5.264053582024e-02,1.331774293916e+00
9.800000000000e+00,8.399768908069e-05,1.518499249604e+00,1.157906905363e-04,1.518467535975e+00,2.475850752881e-03,1.512581297264e+00,5.237799005253e-02,1.332036183866e+00
9.805000000000e+00,8.357874885864e-05,1.518499667498e+00,1.152131820580e-04,1.518468112040e+00,2.463502395735e-03,1.512593614776e+00,5.211675373729e-02,1.332296767635e+00
9.810000000000e+00,8.316189810966e-05,1.518500083307e+00,1.146385539152e-04,1.518468685233e+00,2.451215626278e-03,1.512605870854e+00,5.185682034362e-02,1.332556051736e+00
9.815000000000e+00,8.274712641246e-05,1.518500497043e+00,1.140667917422e-04,1.518469255567e+00,2.438990137338e-03,1.512618065804e+00,5.159818337315e-02,1.332814042653e+00
9.820000000000e+00,8.233442339773e-05,1.518500908715e+00,1.134978812450e-04,1.518469823057e+00,2.426825623280e-03,1.512630199932e+00,5.134083635996e-02,1.333070746835e+00
9.825000000000e+00,8.192377874788e-05,1.518501318334e+00,1.129318082007e-04,1.518470387716e+00,2.414721779988e-03,1.512642273541e+00,5.108477287035e-02,1.333326170699e+00
9.830000000000e+00,8.151518219676e-05,1.518501725910e+00,1.123685584575e-04,1.518470949558e+00,2.402678304866e-03,1.512654286933e+00,5.082998650272e-02,1.333580320632e+00
9.835000000000e+00,8.110862352944e-05,1.518502131453e+00,1.118081179341e-04,1.518471508599e+00,2.390694896827e-03,1.512666240407e+00,5.057647088740e-02,1.333833202986e+00
9.840000000000e+00,8.070409258193e-05,1.518502534974e+00,1.112504726194e-04,1.518472064851e+00,2.378771256285e-03,1.512678134264e+00,5.032421968649e-02,1.334084824085e+00
9.845000000000e+00,8.030157924094e-05,1.518502936481e+00,1.106956085724e-04,1.518472618329e+00,2.366907085149e-03,1.512689968799e+00,5.007322659369e-02,1.334335190218e+00
9.850000000000e+00,7.990107344362e-05,1.518503335987e+00,1.101435119214e-04,1.518473169047e+00,2.355102086813e-03,1.512701744309e+00,4.982348533417e-02,1.334584307644e+00
9.855000000000e+00,7.950256517729e-05,1.518503733500e+00,1.095941688639e-04,1.518473717018e+00,2.343355966151e-03,1.512713461089e+00,4.957498966437e-02,1.334832182593e+00
9.860000000000e+00,7.910604447923e-05,1.518504129030e+00,1.090475656663e-04,1.518474262256e+00,2.331668429511e-03,1.512725119431e+00,4.932773337190e-02,1.335078821260e+00
9.865000000000e+00,7.871150143641e-05,1.518504522587e+00,1.085036886636e-04,1.518474804774e+00,2.320039184703e-03,1.512736719627e+00,4.908171027533e-02,1.335324229811e+00
9.870000000000e+00,7.831892618522e-05,1.518504914182e+00,1.079625242587e-04,1.518475344587e+00,2.308467940996e-03,1.512748261967e+00,4.883691422407e-02,1.335568414382e+00
9.875000000000e+00,7.792830891126e-05,1.518505303824e+00,1.074240589225e-04,1.518475881707e+00,2.296954409107e-03,1.512759746739e+00,4.859333909821e-02,1.335811381078e+00
9.880000000000e+00,7.753963984909e-05,1.518505691522e+00,1.068882791935e-04,1.518476416148e+00,2.285498301198e-03,1.512771174231e+00,4.835097880836e-02,1.336053135972e+00
9.885000000000e+00,7.715290928195e-05,1.518506077286e+00,1.063551716769e-04,1.518476947924e+00,2.274099330866e-03,1.512782544727e+00,4.810982729550e-02,1.336293685108e+00
9.890000000000e+00,7.676810754156e-05,1.518506461127e+00,1.058247230452e-04,1.518477477048e+00,2.262757213135e-03,1.512793858513e+00,4.786987853083e-02,1.336533034501e+00
9.895000000000e+00,7.638522500786e-05,1.518506843053e+00,1.052969200371e-04,1.518478003532e+00,2.251471664453e-03,1.512805115872e+00,4.763112651561e-02,1.336771190133e+00
9.900000000000e+00,7.600425210876e-05,1.518507223074e+00,1.047717494575e-04,1.518478527391e+00,2.240242402679e-03,1.512816317084e+00,4.739356528104e-02,1.337008157960e+00
9.905000000000e+00,7.562517931993e-05,1.518507601200e+00,1.042491981770e-04,1.518479048637e+00,2.229069147082e-03,1.512827462429e+00,4.715718888807e-02,1.337243943904e+00
9.910000000000e+00,7.524799716451e-05,1.518507977440e+00,1.037292531320e-04,1.518479567283e+00,2.217951618330e-03,1.512838552188e+00,4.692199142728e-02,1.337478553861e+00
9.915000000000e+00,7.487269621294e-05,1.518508351804e+00,1.032119013237e-04,1.518480083343e+00,2.206889538484e-03,1.512849586635e+00,4.668796701871e-02,1.337711993696e+00
9.920000000000e+00,7.449926708268e-05,1.518508724300e+00,1.026971298182e-04,1.518480596829e+00,2.195882630992e-03,1.512860566048e+00,4.645510981175e-02,1.337944269246e+00
9.925000000000e+00,7.412770043798e-05,1.518509094938e+00,1.021849257464e-04,1.518481107753e+00,2.184930620679e-03,1.512871490701e+00,4.622341398496e-02,1.338175386315e+00
9.930000000000e+00,7.375798698964e-05,1.518509463728e+00,1.016752763031e-04,1.518481616130e+00,2.174033233746e-03,1.512882360868e+00,4.599287374593e-02,1.338405350684e+00
9.935000000000e+00,7.339011749483e-05,1.518509830679e+00,1.011681687469e-04,1.518482121970e+00,2.163190197757e-03,1.512893176819e+00,4.576348333113e-02,1.338634168101e+00
9.940000000000e+00,7.302408275677e-05,1.518510195799e+00,1.006635904002e-04,1.518482625288e+00,2.152401241635e-03,1.512903938825e+00,4.553523700580e-02,1.338861844286e+00
9.945000000000e+00,7.265987362459e-05,1.518510559099e+00,1.001615286486e-04,1.518483126096e+00,2.141666095657e-03,1.512914647155e+00,4.530812906377e-02,1.339088384931e+00
9.950000000000e+00,7.229748099303e-05,1.518510920586e+00,9.966197094036e-05,1.518483624406e+00,2.130984491443e-03,1.512925302078e+00,4.508215382732e-02,1.339313795700e+00
9.955000000000e+00,7.193689580226e-05,1.518511280271e+00,9.916490478660e-05,1.518484120230e+00,2.120356161952e-03,1.512935903859e+00,4.485730564707e-02,1.339538082229e+00
9.960000000000e+00,7.157810903763e-05,1.518511638161e+00,9.867031776062e-05,1.518484613582e+00,2.109780841475e-03,1.512946452763e+00,4.463357890179e-02,1.339761250123e+00
9.965000000000e+00,7.122111172945e-05,1.518511994267e+00,9.817819749772e-05,1.518485104473e+00,2.099258265629e-03,1.512956949054e+00,4.441096799832e-02,1.339983304963e+00
9.970000000000e+00,7.086589495278e-05,1.518512348596e+00,9.768853169488e-05,1.518485592916e+00,2.088788171349e-03,1.512967392995e+00,4.418946737135e-02,1.340204252300e+00
9.975000000000e+00,7.051244982718e-05,1.518512701158e+00,9.720130811041e-05,1.518486078922e+00,2.078370296883e-03,1.512977784846e+00,4.396907148337e-02,1.340424097657e+00
9.980000000000e+00,7.016076751649e-05,1.518513051962e+00,9.671651456371e-05,1.518486562505e+00,2.068004381782e-03,1.512988124868e+00,4.374977482447e-02,1.340642846531e+00
9.985000000000e+00,6.981083922864e-05,1.518513401016e+00,9.623413893492e-05,1.518487043676e+00,2.057690166898e-03,1.512998413319e+00,4.353157191222e-02,1.340860504391e+00
9.990000000000e+00,6.946265621541e-05,1.518513748330e+00,9.575416916460e-05,1.518487522446e+00,2.047427394376e-03,1.513008650456e+00,4.331445729153e-02,1.341077076677e+00
9.995000000000e+00,6.911620977221e-05,1.518514093911e+00,9.527659325351e-05,1.518487998829e+00,2.037215807645e-03,1.513018836535e+00,4.309842553453e-02,1.341292568805e+00
1.000000000000e+01,6.877149123785e-05,1.518514437768e+00,9.480143041062e-05,1.518488472836e+00,4.502551337037e-03,1.513041349292e+00,4.288347124042e-02,1.341506986161e+00
1.000500000000e+01,6.842849199435e-05,1.518514779911e+00,9.432860630389e-05,1.518488944480e+00,4.480094768558e-03,1.513063749766e+00,4.266958903531e-02,1.341720334107e+00
1.001000000000e+01,6.808720346671e-05,1.518515120347e+00,9.385814041722e-05,1.518489413770e+00,4.457750202681e-03,1.513086038517e+00,4.245677357216e-02,1.341932617974e+00
1.001500000000e+01,6.774761712271e-05,1.518515459085e+00,9.339002098895e-05,1.518489880720e+00,4.435517080791e-03,1.513108216102e+00,4.224501953056e-02,1.342143843072e+00
1.002000000000e+01,6.740972447266e-05,1.518515796133e+00,9.292423631608e-05,1.518490345341e+00,4.413394847060e-03,1.513130283076e+00,4.203432161664e-02,1.342354014680e+00
1.002500000000e+01,6.707351706924e-05,1.518516131501e+00,9.246077475394e-05,1.518490807645e+00,4.391382948429e-03,1.513152239991e+00,4.182467456296e-02,1.342563138053e+00
1.003000000000e+01,6.673898650724e-05,1.518516465196e+00,9.199962471600e-05,1.518491267643e+00,4.369480834601e-03,1.513174087395e+00,4.161607312832e-02,1.342771218419e+00
1.003500000000e+01,6.640612442337e-05,1.518516797227e+00,9.154077467346e-05,1.518491725347e+00,4.347687958021e-03,1.513195825835e+00,4.140851209767e-02,1.342978260979e+00
1.004000000000e+01,6.607492249608e-05,1.518517127601e+00,9.108421315506e-05,1.518492180768e+00,4.326003773867e-03,1.513217455854e+00,4.120198628198e-02,1.343184270910e+00
1.004500000000e+01,6.574537244529e-05,1.518517456328e+00,9.062992874673e-05,1.518492633918e+00,4.304427740032e-03,1.513238977993e+00,4.099649051810e-02,1.343389253363e+00
1.005000000000e+01,6.541746603223e-05,1.518517783415e+00,9.017791009134e-05,1.518493084808e+00,4.282959317115e-03,1.513260392789e+00,4.079201966861e-02,1.343593213461e+00
1.005500000000e+01,6.509119505924e-05,1.518518108871e+00,8.972814588840e-05,1.518493533448e+00,4.261597968404e-03,1.513281700779e+00,4.058856862174e-02,1.343796156305e+00
1.006000000000e+01,6.476655136950e-05,1.518518432704e+00,8.928062489378e-05,1.518493979851e+00,4.240343159864e-03,1.513302902495e+00,4.038613229120e-02,1.343998086966e+00
1.006500000000e+01,6.444352684693e-05,1.518518754922e+00,8.883533591943e-05,1.518494424028e+00,4.219194360124e-03,1.513323998467e+00,4.018470561607e-02,1.344199010494e+00
1.007000000000e+01,6.412211341588e-05,1.518519075532e+00,8.839226783311e-05,1.518494865989e+00,4.198151040463e-03,1.513344989222e+00,3.998428356068e-02,1.344398931912e+00
1.007500000000e+01,6.380230304101e-05,1.518519394544e+00,8.795140955808e-05,1.518495305747e+00,4.177212674796e-03,1.513365875285e+00,3.978486111445e-02,1.344597856217e+00
1.008000000000e+01,6.348408772704e-05,1.518519711964e+00,8.751275007288e-05,1.518495743310e+00,4.156378739664e-03,1.513386657179e+00,3.958643329183e-02,1.344795788384e+00
1.008500000000e+01,6.316745951857e-05,1.518520027802e+00,8.707627841099e-05,1.518496178692e+00,4.135648714217e-03,1.513407335423e+00,3.938899513210e-02,1.344992733360e+00
1.009000000000e+01,6.285241049988e-05,1.518520342064e+00,8.664198366059e-05,1.518496611902e+00,4.115022080203e-03,1.513427910533e+00,3.919254169930e-02,1.345188696068e+00
1.009500000000e+01,6.253893279472e-05,1.518520654758e+00,8.620985496429e-05,1.518497042951e+00,4.094498321956e-03,1.513448383025e+00,3.899706808208e-02,1.345383681408e+00
1.010000000000e+01,6.222701856614e-05,1.518520965893e+00,8.577988151886e-05,1.518497471850e+00,4.074076926379e-03,1.513468753409e+00,3.880256939360e-02,1.345577694255e+00
1.010500000000e+01,6.191666001626e-05,1.518521275477e+00,8.535205257494e-05,1.518497898611e+00,4.053757382938e-03,1.513489022196e+00,3.860904077137e-02,1.345770739459e+00
1.011000000000e+01,6.160784938611e-05,1.518521583516e+00,8.492635743677e-05,1.518498323242e+00,4.033539183643e-03,1.513509189892e+00,3.841647737717e-02,1.345962821846e+00
1.011500000000e+01,6.130057895540e-05,1.518521890019e+00,8.450278546197e-05,1.518498745756e+00,4.013421823038e-03,1.513529257001e+00,3.822487439691e-02,1.346153946218e+00
1.012000000000e+01,6.099484104236e-05,1.518522194993e+00,8.408132606120e-05,1.518499166163e+00,3.993404798187e-03,1.513549224025e+00,3.803422704050e-02,1.346344117353e+00
1.012500000000e+01,6.069062800352e-05,1.518522498446e+00,8.366196869796e-05,1.518499584473e+00,3.973487608664e-03,1.513569091463e+00,3.784453054174e-02,1.346533340006e+00
1.013000000000e+01,6.038793223355e-05,1.518522800386e+00,8.324470288830e-05,1.518500000696e+00,3.953669756538e-03,1.513588859812e+00,3.765578015822e-02,1.346721618907e+00
1.013500000000e+01,6.008674616502e-05,1.518523100820e+00,8.282951820055e-05,1.518500414844e+00,3.933950746362e-03,1.513608529566e+00,3.746797117117e-02,1.346908958763e+00
