z_m,Z_alpha_1e-05,Z_alpha_0.01
1.270000000000e-01,1.534250186099e+06,6.688807726849e+05
1.275000000000e-01,1.534250186099e+06,6.688807726849e+05
1.280000000000e-01,1.534250186099e+06,6.688807726849e+05
1.285000000000e-01,1.534250186099e+06,6.688807726849e+05
1.290000000000e-01,1.534250186099e+06,6.688807726849e+05
1.295000000000e-01,1.534250186099e+06,6.688807726849e+05
1.300000000000e-01,1.534250186099e+06,6.688807726849e+05
1.305000000000e-01,1.534250186099e+06,6.688807726849e+05
1.310000000000e-01,1.534250186099e+06,6.688807726849e+05
1.315000000000e-01,1.534250186099e+06,6.688807726849e+05
1.320000000000e-01,1.534250186099e+06,6.688807726849e+05
1.325000000000e-01,1.534250186099e+06,6.688807726849e+05
1.330000000000e-01,1.534250186099e+06,6.688807726849e+05
1.335000000000e-01,1.534250186099e+06,6.688807726849e+05
1.340000000000e-01,1.534250186099e+06,6.688807726849e+05
1.345000000000e-01,1.534250186099e+06,6.688807726849e+05
1.350000000000e-01,1.534250186099e+06,6.688807726849e+05
1.355000000000e-01,1.534250186099e+06,6.688807726849e+05
1.360000000000e-01,1.534250186099e+06,6.688807726849e+05
1.365000000000e-01,1.534250186099e+06,6.688807726849e+05
1.370000000000e-01,1.534250186099e+06,6.688807726849e+05
1.375000000000e-01,1.534250186099e+06,6.688807726849e+05
1.380000000000e-01,1.534250186099e+06,6.688807726849e+05
1.385000000000e-01,1.534250186099e+06,6.688807726849e+05
1.390000000000e-01,1.534250186099e+06,6.688807726849e+05
1.395000000000e-01,1.534250186099e+06,6.688807726849e+05
1.400000000000e-01,1.534250186099e+06,6.688807726849e+05
1.405000000000e-01,1.534250186099e+06,6.688807726849e+05
1.410000000000e-01,1.534250186099e+06,6.688807726849e+05
1.415000000000e-01,1.534250186099e+06,6.688807726849e+05
1.420000000000e-01,1.534250186099e+06,6.688807726849e+05
1.425000000000e-01,1.534250186099e+06,6.688807726849e+05
1.430000000000e-01,1.534250186099e+06,6.688807726849e+05
1.435000000000e-01,1.534250186099e+06,6.688807726849e+05
1.440000000000e-01,1.534250186099e+06,6.688807726849e+05
1.445000000000e-01,1.534250186099e+06,6.688807726849e+05
1.450000000000e-01,1.534250186099e+06,6.688807726849e+05
1.455000000000e-01,1.534250186099e+06,6.688807726849e+05
1.460000000000e-01,1.534250186099e+06,6.688807726849e+05
1.465000000000e-01,1.534250186099e+06,6.688807726849e+05
1.470000000000e-01,1.534250186099e+06,6.688807726849e+05
1.475000000000e-01,1.534250186099e+06,6.688807726849e+05
1.480000000000e-01,1.534250186099e+06,6.688807726849e+05
1.485000000000e-01,1.534250186099e+06,6.688807726849e+05
1.490000000000e-01,1.534250186099e+06,6.688807726849e+05
1.495000000000e-01,1.534250186099e+06,6.688807726849e+05
1.500000000000e-01,4.800000000000e+06,4.800000000000e+06
1.505000000000e-01,4.800000000000e+06,4.800000000000e+06
1.510000000000e-01,4.800000000000e+06,4.800000000000e+06
1.515000000000e-01,4.800000000000e+06,4.800000000000e+06
1.520000000000e-01,4.800000000000e+06,4.800000000000e+06
1.525000000000e-01,4.800000000000e+06,4.800000000000e+06
1.530000000000e-01,4.800000000000e+06,4.800000000000e+06
1.535000000000e-01,4.800000000000e+06,4.800000000000e+06
1.540000000000e-01,4.800000000000e+06,4.800000000000e+06
1.545000000000e-01,4.800000000000e+06,4.800000000000e+06
1.550000000000e-01,4.800000000000e+06,4.800000000000e+06
1.555000000000e-01,4.800000000000e+06,4.800000000000e+06
1.560000000000e-01,4.800000000000e+06,4.800000000000e+06
1.565000000000e-01,4.800000000000e+06,4.800000000000e+06
1.570000000000e-01,4.800000000000e+06,4.800000000000e+06
1.575000000000e-01,4.800000000000e+06,4.800000000000e+06
1.580000000000e-01,4.800000000000e+06,4.800000000000e+06
1.585000000000e-01,4.800000000000e+06,4.800000000000e+06
1.590000000000e-01,4.800000000000e+06,4.800000000000e+06
1.595000000000e-01,4.800000000000e+06,4.800000000000e+06
1.600000000000e-01,4.800000000000e+06,4.800000000000e+06
1.605000000000e-01,4.800000000000e+06,4.800000000000e+06
1.610000000000e-01,4.800000000000e+06,4.800000000000e+06
1.615000000000e-01,4.800000000000e+06,4.800000000000e+06
1.620000000000e-01,4.800000000000e+06,4.800000000000e+06
1.625000000000e-01,4.800000000000e+06,4.800000000000e+06
1.630000000000e-01,4.800000000000e+06,4.800000000000e+06
1.635000000000e-01,4.800000000000e+06,4.800000000000e+06
1.640000000000e-01,4.800000000000e+06,4.800000000000e+06
1.645000000000e-01,4.800000000000e+06,4.800000000000e+06
1.650000000000e-01,4.800000000000e+06,4.800000000000e+06
1.655000000000e-01,4.800000000000e+06,4.800000000000e+06
1.660000000000e-01,4.800000000000e+06,4.800000000000e+06
1.665000000000e-01,4.800000000000e+06,4.800000000000e+06
1.670000000000e-01,4.800000000000e+06,4.800000000000e+06
1.675000000000e-01,4.800000000000e+06,4.800000000000e+06
1.680000000000e-01,4.800000000000e+06,4.800000000000e+06
1.685000000000e-01,4.800000000000e+06,4.800000000000e+06
1.690000000000e-01,4.800000000000e+06,4.800000000000e+06
1.695000000000e-01,4.800000000000e+06,4.800000000000e+06
1.700000000000e-01,4.800000000000e+06,4.800000000000e+06
1.705000000000e-01,4.800000000000e+06,4.800000000000e+06
1.710000000000e-01,4.800000000000e+06,4.800000000000e+06
1.715000000000e-01,4.800000000000e+06,4.800000000000e+06
1.720000000000e-01,4.800000000000e+06,4.800000000000e+06
1.725000000000e-01,4.800000000000e+06,4.800000000000e+06
1.730000000000e-01,4.800000000000e+06,4.800000000000e+06
1.735000000000e-01,4.800000000000e+06,4.800000000000e+06
1.740000000000e-01,4.800000000000e+06,4.800000000000e+06
1.745000000000e-01,4.800000000000e+06,4.800000000000e+06
1.750000000000e-01,4.800000000000e+06,4.800000000000e+06
1.755000000000e-01,4.800000000000e+06,4.800000000000e+06
1.760000000000e-01,4.800000000000e+06,4.800000000000e+06
1.765000000000e-01,4.800000000000e+06,4.800000000000e+06
1.770000000000e-01,4.800000000000e+06,4.800000000000e+06
1.775000000000e-01,4.800000000000e+06,4.800000000000e+06
1.780000000000e-01,4.800000000000e+06,4.800000000000e+06
1.785000000000e-01,4.800000000000e+06,4.800000000000e+06
1.790000000000e-01,4.800000000000e+06,4.800000000000e+06
1.795000000000e-01,4.800000000000e+06,4.800000000000e+06
1.800000000000e-01,4.800000000000e+06,4.800000000000e+06
1.805000000000e-01,4.800000000000e+06,4.800000000000e+06
1.810000000000e-01,4.800000000000e+06,4.800000000000e+06
1.815000000000e-01,4.800000000000e+06,4.800000000000e+06
1.820000000000e-01,4.800000000000e+06,4.800000000000e+06
1.825000000000e-01,4.800000000000e+06,4.800000000000e+06
1.830000000000e-01,4.800000000000e+06,4.800000000000e+06
1.835000000000e-01,4.800000000000e+06,4.800000000000e+06
1.840000000000e-01,4.800000000000e+06,4.800000000000e+06
1.845000000000e-01,4.800000000000e+06,4.800000000000e+06
1.850000000000e-01,4.800000000000e+06,4.800000000000e+06
1.855000000000e-01,4.800000000000e+06,4.800000000000e+06
1.860000000000e-01,4.800000000000e+06,4.800000000000e+06
1.865000000000e-01,4.800000000000e+06,4.800000000000e+06
1.870000000000e-01,4.800000000000e+06,4.800000000000e+06
1.875000000000e-01,4.800000000000e+06,4.800000000000e+06
1.880000000000e-01,4.800000000000e+06,4.800000000000e+06
1.885000000000e-01,4.800000000000e+06,4.800000000000e+06
1.890000000000e-01,4.800000000000e+06,4.800000000000e+06
1.895000000000e-01,4.800000000000e+06,4.800000000000e+06
1.900000000000e-01,4.800000000000e+06,4.800000000000e+06
1.905000000000e-01,4.800000000000e+06,4.800000000000e+06
1.910000000000e-01,4.800000000000e+06,4.800000000000e+06
1.915000000000e-01,4.800000000000e+06,4.800000000000e+06
1.920000000000e-01,4.800000000000e+06,4.800000000000e+06
1.925000000000e-01,4.800000000000e+06,4.800000000000e+06
1.930000000000e-01,4.800000000000e+06,4.800000000000e+06
1.935000000000e-01,4.800000000000e+06,4.800000000000e+06
1.940000000000e-01,4.800000000000e+06,4.800000000000e+06
1.945000000000e-01,4.800000000000e+06,4.800000000000e+06
1.950000000000e-01,4.800000000000e+06,4.800000000000e+06
1.955000000000e-01,4.800000000000e+06,4.800000000000e+06
1.960000000000e-01,4.800000000000e+06,4.800000000000e+06
1.965000000000e-01,4.800000000000e+06,4.800000000000e+06
1.970000000000e-01,4.800000000000e+06,4.800000000000e+06
1.975000000000e-01,4.800000000000e+06,4.800000000000e+06
1.980000000000e-01,4.800000000000e+06,4.800000000000e+06
1.985000000000e-01,4.800000000000e+06,4.800000000000e+06
1.990000000000e-01,4.800000000000e+06,4.800000000000e+06
1.995000000000e-01,4.800000000000e+06,4.800000000000e+06
2.000000000000e-01,4.800000000000e+06,4.800000000000e+06
2.005000000000e-01,4.800000000000e+06,4.800000000000e+06
2.010000000000e-01,4.800000000000e+06,4.800000000000e+06
2.015000000000e-01,4.800000000000e+06,4.800000000000e+06
2.020000000000e-01,4.800000000000e+06,4.800000000000e+06
2.025000000000e-01,4.800000000000e+06,4.800000000000e+06
2.030000000000e-01,4.800000000000e+06,4.800000000000e+06
2.035000000000e-01,4.800000000000e+06,4.800000000000e+06
2.040000000000e-01,4.800000000000e+06,4.800000000000e+06
2.045000000000e-01,4.800000000000e+06,4.800000000000e+06
2.050000000000e-01,4.800000000000e+06,4.800000000000e+06
2.055000000000e-01,4.800000000000e+06,4.800000000000e+06
2.060000000000e-01,4.800000000000e+06,4.800000000000e+06
2.065000000000e-01,4.800000000000e+06,4.800000000000e+06
2.070000000000e-01,4.800000000000e+06,4.800000000000e+06
2.075000000000e-01,4.800000000000e+06,4.800000000000e+06
2.080000000000e-01,4.800000000000e+06,4.800000000000e+06
2.085000000000e-01,4.800000000000e+06,4.800000000000e+06
2.090000000000e-01,4.800000000000e+06,4.800000000000e+06
2.095000000000e-01,4.800000000000e+06,4.800000000000e+06
2.100000000000e-01,4.800000000000e+06,4.800000000000e+06
2.105000000000e-01,4.800000000000e+06,4.800000000000e+06
2.110000000000e-01,4.800000000000e+06,4.800000000000e+06
2.115000000000e-01,4.800000000000e+06,4.800000000000e+06
2.120000000000e-01,4.800000000000e+06,4.800000000000e+06
2.125000000000e-01,4.800000000000e+06,4.800000000000e+06
2.130000000000e-01,4.800000000000e+06,4.800000000000e+06
2.135000000000e-01,4.800000000000e+06,4.800000000000e+06
2.140000000000e-01,4.800000000000e+06,4.800000000000e+06
2.145000000000e-01,4.800000000000e+06,4.800000000000e+06
2.150000000000e-01,4.800000000000e+06,4.800000000000e+06
2.155000000000e-01,4.800000000000e+06,4.800000000000e+06
2.160000000000e-01,4.800000000000e+06,4.800000000000e+06
2.165000000000e-01,4.800000000000e+06,4.800000000000e+06
2.170000000000e-01,4.800000000000e+06,4.800000000000e+06
2.175000000000e-01,4.800000000000e+06,4.800000000000e+06
2.180000000000e-01,4.800000000000e+06,4.800000000000e+06
2.185000000000e-01,4.800000000000e+06,4.800000000000e+06
2.190000000000e-01,4.800000000000e+06,4.800000000000e+06
2.195000000000e-01,4.800000000000e+06,4.800000000000e+06
2.200000000000e-01,4.800000000000e+06,4.800000000000e+06
2.205000000000e-01,4.800000000000e+06,4.800000000000e+06
2.210000000000e-01,4.800000000000e+06,4.800000000000e+06
2.215000000000e-01,4.800000000000e+06,4.800000000000e+06
2.220000000000e-01,4.800000000000e+06,4.800000000000e+06
2.225000000000e-01,4.800000000000e+06,4.800000000000e+06
2.230000000000e-01,4.800000000000e+06,4.800000000000e+06
2.235000000000e-01,4.800000000000e+06,4.800000000000e+06
2.240000000000e-01,4.800000000000e+06,4.800000000000e+06
2.245000000000e-01,4.800000000000e+06,4.800000000000e+06
2.250000000000e-01,4.800000000000e+06,4.800000000000e+06
2.255000000000e-01,4.800000000000e+06,4.800000000000e+06
2.260000000000e-01,4.800000000000e+06,4.800000000000e+06
2.265000000000e-01,4.800000000000e+06,4.800000000000e+06
2.270000000000e-01,4.800000000000e+06,4.800000000000e+06
2.275000000000e-01,4.800000000000e+06,4.800000000000e+06
2.280000000000e-01,4.800000000000e+06,4.800000000000e+06
2.285000000000e-01,4.800000000000e+06,4.800000000000e+06
2.290000000000e-01,4.800000000000e+06,4.800000000000e+06
2.295000000000e-01,4.800000000000e+06,4.800000000000e+06
2.300000000000e-01,4.800000000000e+06,4.800000000000e+06
2.305000000000e-01,4.800000000000e+06,4.800000000000e+06
2.310000000000e-01,4.800000000000e+06,4.800000000000e+06
2.315000000000e-01,4.800000000000e+06,4.800000000000e+06
2.320000000000e-01,4.800000000000e+06,4.800000000000e+06
2.325000000000e-01,4.800000000000e+06,4.800000000000e+06
2.330000000000e-01,4.800000000000e+06,4.800000000000e+06
2.335000000000e-01,4.800000000000e+06,4.800000000000e+06
2.340000000000e-01,4.800000000000e+06,4.800000000000e+06
2.345000000000e-01,4.800000000000e+06,4.800000000000e+06
2.350000000000e-01,4.800000000000e+06,4.800000000000e+06
2.355000000000e-01,4.800000000000e+06,4.800000000000e+06
2.360000000000e-01,4.800000000000e+06,4.800000000000e+06
2.365000000000e-01,4.800000000000e+06,4.800000000000e+06
2.370000000000e-01,4.800000000000e+06,4.800000000000e+06
2.375000000000e-01,4.800000000000e+06,4.800000000000e+06
2.380000000000e-01,4.800000000000e+06,4.800000000000e+06
2.385000000000e-01,4.800000000000e+06,4.800000000000e+06
2.390000000000e-01,4.800000000000e+06,4.800000000000e+06
2.395000000000e-01,4.800000000000e+06,4.800000000000e+06
2.400000000000e-01,4.800000000000e+06,4.800000000000e+06
2.405000000000e-01,4.800000000000e+06,4.800000000000e+06
2.410000000000e-01,4.800000000000e+06,4.800000000000e+06
2.415000000000e-01,4.800000000000e+06,4.800000000000e+06
2.420000000000e-01,4.800000000000e+06,4.800000000000e+06
2.425000000000e-01,4.800000000000e+06,4.800000000000e+06
2.430000000000e-01,4.800000000000e+06,4.800000000000e+06
2.435000000000e-01,4.800000000000e+06,4.800000000000e+06
2.440000000000e-01,4.800000000000e+06,4.800000000000e+06
2.445000000000e-01,4.800000000000e+06,4.800000000000e+06
2.450000000000e-01,4.800000000000e+06,4.800000000000e+06
2.455000000000e-01,4.800000000000e+06,4.800000000000e+06
2.460000000000e-01,4.800000000000e+06,4.800000000000e+06
2.465000000000e-01,4.800000000000e+06,4.800000000000e+06
2.470000000000e-01,4.800000000000e+06,4.800000000000e+06
2.475000000000e-01,4.800000000000e+06,4.800000000000e+06
2.480000000000e-01,4.800000000000e+06,4.800000000000e+06
2.485000000000e-01,4.800000000000e+06,4.800000000000e+06
2.490000000000e-01,4.800000000000e+06,4.800000000000e+06
2.495000000000e-01,4.800000000000e+06,4.800000000000e+06
2.500000000000e-01,4.800000000000e+06,4.800000000000e+06
2.505000000000e-01,4.800000000000e+06,4.800000000000e+06
2.510000000000e-01,4.800000000000e+06,4.800000000000e+06
2.515000000000e-01,4.800000000000e+06,4.800000000000e+06
2.520000000000e-01,4.800000000000e+06,4.800000000000e+06
2.525000000000e-01,4.800000000000e+06,4.800000000000e+06
2.530000000000e-01,4.800000000000e+06,4.800000000000e+06
2.535000000000e-01,4.800000000000e+06,4.800000000000e+06
2.540000000000e-01,4.800000000000e+06,4.800000000000e+06
2.545000000000e-01,4.800000000000e+06,4.800000000000e+06
2.550000000000e-01,4.800000000000e+06,4.800000000000e+06
2.555000000000e-01,4.800000000000e+06,4.800000000000e+06
2.560000000000e-01,4.800000000000e+06,4.800000000000e+06
2.565000000000e-01,4.800000000000e+06,4.800000000000e+06
2.570000000000e-01,4.800000000000e+06,4.800000000000e+06
2.575000000000e-01,4.800000000000e+06,4.800000000000e+06
2.580000000000e-01,4.800000000000e+06,4.800000000000e+06
2.585000000000e-01,4.800000000000e+06,4.800000000000e+06
2.590000000000e-01,4.800000000000e+06,4.800000000000e+06
2.595000000000e-01,4.800000000000e+06,4.800000000000e+06
2.600000000000e-01,4.800000000000e+06,4.800000000000e+06
2.605000000000e-01,4.800000000000e+06,4.800000000000e+06
2.610000000000e-01,4.800000000000e+06,4.800000000000e+06
2.615000000000e-01,4.800000000000e+06,4.800000000000e+06
2.620000000000e-01,4.800000000000e+06,4.800000000000e+06
2.625000000000e-01,4.800000000000e+06,4.800000000000e+06
2.630000000000e-01,4.800000000000e+06,4.800000000000e+06
2.635000000000e-01,4.800000000000e+06,4.800000000000e+06
2.640000000000e-01,4.800000000000e+06,4.800000000000e+06
2.645000000000e-01,4.800000000000e+06,4.800000000000e+06
2.650000000000e-01,4.800000000000e+06,4.800000000000e+06
2.655000000000e-01,4.800000000000e+06,4.800000000000e+06
2.660000000000e-01,4.800000000000e+06,4.800000000000e+06
2.665000000000e-01,4.800000000000e+06,4.800000000000e+06
2.670000000000e-01,4.800000000000e+06,4.800000000000e+06
2.675000000000e-01,4.800000000000e+06,4.800000000000e+06
2.680000000000e-01,4.800000000000e+06,4.800000000000e+06
2.685000000000e-01,4.800000000000e+06,4.800000000000e+06
2.690000000000e-01,4.800000000000e+06,4.800000000000e+06
2.695000000000e-01,4.800000000000e+06,4.800000000000e+06
2.700000000000e-01,1.534250186099e+06,6.688807726849e+05
2.705000000000e-01,1.534250186099e+06,6.688807726849e+05
2.710000000000e-01,1.534250186099e+06,6.688807726849e+05
2.715000000000e-01,1.534250186099e+06,6.688807726849e+05
2.720000000000e-01,1.534250186099e+06,6.688807726849e+05
2.725000000000e-01,1.534250186099e+06,6.688807726849e+05
2.730000000000e-01,1.534250186099e+06,6.688807726849e+05
2.735000000000e-01,1.534250186099e+06,6.688807726849e+05
2.740000000000e-01,1.534250186099e+06,6.688807726849e+05
2.745000000000e-01,1.534250186099e+06,6.688807726849e+05
2.750000000000e-01,1.534250186099e+06,6.688807726849e+05
2.755000000000e-01,1.534250186099e+06,6.688807726849e+05
2.760000000000e-01,1.534250186099e+06,6.688807726849e+05
2.765000000000e-01,1.534250186099e+06,6.688807726849e+05
2.770000000000e-01,1.534250186099e+06,6.688807726849e+05
2.775000000000e-01,1.534250186099e+06,6.688807726849e+05
2.780000000000e-01,1.534250186099e+06,6.688807726849e+05
2.785000000000e-01,1.534250186099e+06,6.688807726849e+05
2.790000000000e-01,1.534250186099e+06,6.688807726849e+05
2.795000000000e-01,1.534250186099e+06,6.688807726849e+05
2.800000000000e-01,1.534250186099e+06,6.688807726849e+05
2.805000000000e-01,1.534250186099e+06,6.688807726849e+05
2.810000000000e-01,1.534250186099e+06,6.688807726849e+05
2.815000000000e-01,1.534250186099e+06,6.688807726849e+05
2.820000000000e-01,1.534250186099e+06,6.688807726849e+05
2.825000000000e-01,1.534250186099e+06,6.688807726849e+05
2.830000000000e-01,1.534250186099e+06,6.688807726849e+05
2.835000000000e-01,1.534250186099e+06,6.688807726849e+05
2.840000000000e-01,1.534250186099e+06,6.688807726849e+05
2.845000000000e-01,1.534250186099e+06,6.688807726849e+05
2.850000000000e-01,1.534250186099e+06,6.688807726849e+05
2.855000000000e-01,1.534250186099e+06,6.688807726849e+05
2.860000000000e-01,1.534250186099e+06,6.688807726849e+05
2.865000000000e-01,1.534250186099e+06,6.688807726849e+05
2.870000000000e-01,1.534250186099e+06,6.688807726849e+05
2.875000000000e-01,1.534250186099e+06,6.688807726849e+05
2.880000000000e-01,1.534250186099e+06,6.688807726849e+05
2.885000000000e-01,1.534250186099e+06,6.688807726849e+05
2.890000000000e-01,1.534250186099e+06,6.688807726849e+05
2.895000000000e-01,1.534250186099e+06,6.688807726849e+05
2.900000000000e-01,1.534250186099e+06,6.688807726849e+05
2.905000000000e-01,1.534250186099e+06,6.688807726849e+05
2.910000000000e-01,1.534250186099e+06,6.688807726849e+05
2.915000000000e-01,1.534250186099e+06,6.688807726849e+05
2.920000000000e-01,1.534250186099e+06,6.688807726849e+05
2.925000000000e-01,1.534250186099e+06,6.688807726849e+05
2.930000000000e-01,1.534250186099e+06,6.688807726849e+05
2.935000000000e-01,1.534250186099e+06,6.688807726849e+05
2.940000000000e-01,1.534250186099e+06,6.688807726849e+05
2.945000000000e-01,1.534250186099e+06,6.688807726849e+05
2.950000000000e-01,1.534250186099e+06,6.688807726849e+05
2.955000000000e-01,1.534250186099e+06,6.688807726849e+05
2.960000000000e-01,1.534250186099e+06,6.688807726849e+05
2.965000000000e-01,1.534250186099e+06,6.688807726849e+05
2.970000000000e-01,1.534250186099e+06,6.688807726849e+05
2.975000000000e-01,1.534250186099e+06,6.688807726849e+05
2.980000000000e-01,1.534250186099e+06,6.688807726849e+05
2.985000000000e-01,1.534250186099e+06,6.688807726849e+05
2.990000000000e-01,1.534250186099e+06,6.688807726849e+05
2.995000000000e-01,1.534250186099e+06,6.688807726849e+05
3.000000000000e-01,1.534250186099e+06,6.688807726849e+05
3.005000000000e-01,1.534250186099e+06,6.688807726849e+05
3.010000000000e-01,1.534250186099e+06,6.688807726849e+05
3.015000000000e-01,1.534250186099e+06,6.688807726849e+05
3.020000000000e-01,1.534250186099e+06,6.688807726849e+05
3.025000000000e-01,1.534250186099e+06,6.688807726849e+05
3.030000000000e-01,1.534250186099e+06,6.688807726849e+05
3.035000000000e-01,1.534250186099e+06,6.688807726849e+05
3.040000000000e-01,1.534250186099e+06,6.688807726849e+05
3.045000000000e-01,1.534250186099e+06,6.688807726849e+05
3.050000000000e-01,1.534250186099e+06,6.688807726849e+05
3.055000000000e-01,1.534250186099e+06,6.688807726849e+05
3.060000000000e-01,1.534250186099e+06,6.688807726849e+05
3.065000000000e-01,1.534250186099e+06,6.688807726849e+05
3.070000000000e-01,1.534250186099e+06,6.688807726849e+05
3.075000000000e-01,1.534250186099e+06,6.688807726849e+05
3.080000000000e-01,1.534250186099e+06,6.688807726849e+05
3.085000000000e-01,1.534250186099e+06,6.688807726849e+05
3.090000000000e-01,1.534250186099e+06,6.688807726849e+05
3.095000000000e-01,1.534250186099e+06,6.688807726849e+05
3.100000000000e-01,1.534250186099e+06,6.688807726849e+05
3.105000000000e-01,1.534250186099e+06,6.688807726849e+05
3.110000000000e-01,1.534250186099e+06,6.688807726849e+05
3.115000000000e-01,1.534250186099e+06,6.688807726849e+05
3.120000000000e-01,1.534250186099e+06,6.688807726849e+05
3.125000000000e-01,1.534250186099e+06,6.688807726849e+05
3.130000000000e-01,1.534250186099e+06,6.688807726849e+05
3.135000000000e-01,1.534250186099e+06,6.688807726849e+05
3.140000000000e-01,1.534250186099e+06,6.688807726849e+05
3.145000000000e-01,1.534250186099e+06,6.688807726849e+05
3.150000000000e-01,1.534250186099e+06,6.688807726849e+05
3.155000000000e-01,1.534250186099e+06,6.688807726849e+05
3.160000000000e-01,1.534250186099e+06,6.688807726849e+05
3.165000000000e-01,1.534250186099e+06,6.688807726849e+05
3.170000000000e-01,1.534250186099e+06,6.688807726849e+05
3.175000000000e-01,1.534250186099e+06,6.688807726849e+05
3.180000000000e-01,1.534250186099e+06,6.688807726849e+05
3.185000000000e-01,1.534250186099e+06,6.688807726849e+05
3.190000000000e-01,1.534250186099e+06,6.688807726849e+05
3.195000000000e-01,1.534250186099e+06,6.688807726849e+05
3.200000000000e-01,1.534250186099e+06,6.688807726849e+05
3.205000000000e-01,1.534250186099e+06,6.688807726849e+05
3.210000000000e-01,1.534250186099e+06,6.688807726849e+05
3.215000000000e-01,1.534250186099e+06,6.688807726849e+05
3.220000000000e-01,1.534250186099e+06,6.688807726849e+05
3.225000000000e-01,1.534250186099e+06,6.688807726849e+05
3.230000000000e-01,1.534250186099e+06,6.688807726849e+05
3.235000000000e-01,1.534250186099e+06,6.688807726849e+05
3.240000000000e-01,1.534250186099e+06,6.688807726849e+05
3.245000000000e-01,1.534250186099e+06,6.688807726849e+05
3.250000000000e-01,1.534250186099e+06,6.688807726849e+05
3.255000000000e-01,1.534250186099e+06,6.688807726849e+05
3.260000000000e-01,1.534250186099e+06,6.688807726849e+05
3.265000000000e-01,1.534250186099e+06,6.688807726849e+05
3.270000000000e-01,1.534250186099e+06,6.688807726849e+05
3.275000000000e-01,1.534250186099e+06,6.688807726849e+05
3.280000000000e-01,1.534250186099e+06,6.688807726849e+05
3.285000000000e-01,1.534250186099e+06,6.688807726849e+05
3.290000000000e-01,1.534250186099e+06,6.688807726849e+05
3.295000000000e-01,1.534250186099e+06,6.688807726849e+05
3.300000000000e-01,1.534250186099e+06,6.688807726849e+05
3.305000000000e-01,1.534250186099e+06,6.688807726849e+05
3.310000000000e-01,1.534250186099e+06,6.688807726849e+05
3.315000000000e-01,1.534250186099e+06,6.688807726849e+05
3.320000000000e-01,1.534250186099e+06,6.688807726849e+05
3.325000000000e-01,1.534250186099e+06,6.688807726849e+05
3.330000000000e-01,1.534250186099e+06,6.688807726849e+05
3.335000000000e-01,1.534250186099e+06,6.688807726849e+05
3.340000000000e-01,1.534250186099e+06,6.688807726849e+05
3.345000000000e-01,1.534250186099e+06,6.688807726849e+05
3.350000000000e-01,1.534250186099e+06,6.688807726849e+05
3.355000000000e-01,1.534250186099e+06,6.688807726849e+05
3.360000000000e-01,1.534250186099e+06,6.688807726849e+05
3.365000000000e-01,1.534250186099e+06,6.688807726849e+05
3.370000000000e-01,1.534250186099e+06,6.688807726849e+05
3.375000000000e-01,1.534250186099e+06,6.688807726849e+05
3.380000000000e-01,1.534250186099e+06,6.688807726849e+05
3.385000000000e-01,1.534250186099e+06,6.688807726849e+05
3.390000000000e-01,1.534250186099e+06,6.688807726849e+05
3.395000000000e-01,1.534250186099e+06,6.688807726849e+05
3.400000000000e-01,1.534250186099e+06,6.688807726849e+05
3.405000000000e-01,1.534250186099e+06,6.688807726849e+05
3.410000000000e-01,1.534250186099e+06,6.688807726849e+05
3.415000000000e-01,1.534250186099e+06,6.688807726849e+05
3.420000000000e-01,1.534250186099e+06,6.688807726849e+05
3.425000000000e-01,1.534250186099e+06,6.688807726849e+05
3.430000000000e-01,1.534250186099e+06,6.688807726849e+05
3.435000000000e-01,1.534250186099e+06,6.688807726849e+05
3.440000000000e-01,1.534250186099e+06,6.688807726849e+05
3.445000000000e-01,1.534250186099e+06,6.688807726849e+05
3.450000000000e-01,1.534250186099e+06,6.688807726849e+05
3.455000000000e-01,1.534250186099e+06,6.688807726849e+05
3.460000000000e-01,1.534250186099e+06,6.688807726849e+05
3.465000000000e-01,1.534250186099e+06,6.688807726849e+05
3.470000000000e-01,1.534250186099e+06,6.688807726849e+05
3.475000000000e-01,1.534250186099e+06,6.688807726849e+05
3.480000000000e-01,1.534250186099e+06,6.688807726849e+05
3.485000000000e-01,1.534250186099e+06,6.688807726849e+05
3.490000000000e-01,1.534250186099e+06,6.688807726849e+05
3.495000000000e-01,1.534250186099e+06,6.688807726849e+05
3.500000000000e-01,1.534250186099e+06,6.688807726849e+05
3.505000000000e-01,1.534250186099e+06,6.688807726849e+05
3.510000000000e-01,1.534250186099e+06,6.688807726849e+05
3.515000000000e-01,1.534250186099e+06,6.688807726849e+05
3.520000000000e-01,1.534250186099e+06,6.688807726849e+05
3.525000000000e-01,1.534250186099e+06,6.688807726849e+05
3.530000000000e-01,1.534250186099e+06,6.688807726849e+05
3.535000000000e-01,1.534250186099e+06,6.688807726849e+05
3.540000000000e-01,1.534250186099e+06,6.688807726849e+05
3.545000000000e-01,1.534250186099e+06,6.688807726849e+05
3.550000000000e-01,1.534250186099e+06,6.688807726849e+05
3.555000000000e-01,1.534250186099e+06,6.688807726849e+05
3.560000000000e-01,1.534250186099e+06,6.688807726849e+05
3.565000000000e-01,1.534250186099e+06,6.688807726849e+05
3.570000000000e-01,1.534250186099e+06,6.688807726849e+05
3.575000000000e-01,1.534250186099e+06,6.688807726849e+05
3.580000000000e-01,1.534250186099e+06,6.688807726849e+05
3.585000000000e-01,1.534250186099e+06,6.688807726849e+05
3.590000000000e-01,1.534250186099e+06,6.688807726849e+05
